Newspaper Title,Issue Date,Page Number,City,State,PDF Link,prim_long_dec,prim_lat_dec
Northern Wyoming Herald And Garland Irrigation Era,03-21-1913,6,Cody,Wyoming,https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_afton_ver01/data/sn92066927/0034058806A/1913032101/0022.pdf,-109.5553266,44.5532247
Hickory Daily Record,02-16-1922,1,Hickory,North Carolina,https://tile.loc.gov/storage-services/service/ndnp/ncu/batch_ncu_deer_ver01/data/sn91068423/00416156694/1922021601/0180.pdf,-81.3342559,35.7170477
The Hartford Republican,01-20-1922,3,Hartford,Kentucky,https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_europium_ver01/data/sn86069313/00211104132/1922012001/0024.pdf,-86.8356301,37.494424
United Labor Bulletin,01-23-1915,4,Denver,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_genoa_ver01/data/sn91052295/00340585641/1915012301/0356.pdf,-104.8757684,39.7619791
The Weekly Gazette,09-05-1930,10,East Hartford,Connecticut,https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_bugmeat_ver01/data/sn91066932/0051717466A/1930090501/0570.pdf,-72.6152171,41.7634224
The Keota News,08-15-1913,2,Keota,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_jamestown_ver01/data/sn89052038/00383341255/1913081501/0810.pdf,,
Twice-A-Week Plain Dealer,10-08-1895,3,Cresco,Iowa,https://tile.loc.gov/storage-services/service/ndnp/iahi/batch_iahi_frawley_ver01/data/sn88059319/0041566879A/1895100801/0050.pdf,-94.2699206,43.0352711
The Montana Courier,09-20-1922,1,Shelby,Montana,https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_beargrass_ver01/data/sn85053342/00414211069/1922092001/0138.pdf,-111.6470505,48.4928761
New Mexico State Record,04-08-1921,2,Santa Fe,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_austen_ver01/data/sn93061701/0041562685A/1921040801/0862.pdf,-105.9461325,35.6875307
St. Johnsbury Caledonian,05-14-1902,3,Saint Johnsbury,Vermont,https://tile.loc.gov/storage-services/service/ndnp/vtu/batch_vtu_enosburg_ver01/data/sn84023253/00202197073/1902051401/0999.pdf,-72.0115215,44.4554472
Grant County Herald,01-25-1922,7,Lancaster,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_lenawee_ver01/data/sn85033133/00514158939/1922012501/0555.pdf,-90.7064838,42.8473486
The Manning Times,11-19-1924,1,Manning,South Carolina,https://tile.loc.gov/storage-services/service/ndnp/scu/batch_scu_jicama_ver01/data/sn86063760/00516990879/1924111901/0129.pdf,-80.2189542,33.6027103
Mineral Point Tribune,03-09-1922,1,Mineral Point,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_katherine_ver01/data/sn86086770/00271768904/1922030901/1366.pdf,-90.1813766,42.863154
Abendblatt,12-09-1898,2,Chicago,Illinois,https://tile.loc.gov/storage-services/service/ndnp/iune/batch_iune_hematite_ver01/data/sn83045004/00332897330/1898120901/0668.pdf,-87.6851202,41.837107
Farmers Independent,01-19-1928,6,Bagley,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_escalus_ver03/data/sn86010115/00542864886/1928011901/0024.pdf,-95.4031181,47.5245039
The Osceola Times,12-30-1927,8,Osceola,Arkansas,https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_hubble_ver01/data/sn84022982/00513688404/1927123001/1063.pdf,-89.9934239,35.6941947
The Forrest City Times,02-02-1906,1,Forrest City,Arkansas,https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_alakazam_ver01/data/sn84022960/00414212050/1906020201/0781.pdf,-90.7898342,35.0081474
Winslow Daily Mail,12-21-1926,1,Winslow,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_arguingmatch_ver02/data/sn95060744/00383341930/1926122101/0711.pdf,-110.3243196,34.9169602
The Goodland Republic,06-28-1901,2,Goodland,Kansas,https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_brown_ver01/data/sn85030821/00212472906/1901062801/0071.pdf,-101.7141473,39.348983
The Commoner,12-27-1901,11,Lincoln,Nebraska,https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_carson_ver02/data/46032385/00237284859/1901122701/0550.pdf,-100.7452338,41.0477678
The Monte Vista Journal,06-24-1905,2,Monte Vista,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_ironton_ver01/data/sn90051068/0051368082A/1905062401/0648.pdf,-106.1756351,37.5106037
The Punta Gorda Herald,06-04-1908,8,Punta Gorda,Florida,https://tile.loc.gov/storage-services/service/ndnp/fu/batch_fu_four_ver02/data/sn95047324/00100479187/1908060401/0597.pdf,-81.8177505,26.8959124
The Ontario Argus,01-30-1913,7,Ontario,Oregon,https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_courage_ver02/data/sn00063520/00280760195/1913013001/0166.pdf,-117.0284675,44.0318902
The Willimantic Journal,04-29-1910,6,Willimantic,Connecticut,https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_fox_ver01/data/sn82016399/00517173812/1910042901/0140.pdf,,
The Lafayette Gazette,11-23-1895,1,Lafayette,Louisiana,https://tile.loc.gov/storage-services/service/ndnp/lu/batch_lu_iceman_ver01/data/sn88064111/00280761680/1895112301/0583.pdf,-92.0639046,30.2068325
The Bienville Democrat,06-29-1922,5,Arcadia,Louisiana,https://tile.loc.gov/storage-services/service/ndnp/lu/batch_lu_iceman_ver01/data/sn88064069/00211100977/1922062901/0194.pdf,-92.9218063,32.5505792
The Democratic Banner,02-08-1910,5,Mount Vernon,Ohio,https://tile.loc.gov/storage-services/service/ndnp/ohi/batch_ohi_foxtrot_ver01/data/sn88078751/00237282632/1910020801/0087.pdf,-82.4737354,40.3853958
The Chanute Times,01-21-1910,2,Chanute,Kansas,https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_isabel_ver01/data/sn85030529/00212473935/1910012101/1072.pdf,-95.4620716,37.6695655
The Clayton News,10-30-1920,3,Clayton,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_cinquefoil_ver04/data/sn93061573/0028077361A/1920103001/0182.pdf,-103.535648,36.6811593
The Dakota Chief,04-14-1898,2,Gann Valley,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_honeydew_ver01/data/sn99068086/0033289996A/1898041401/0542.pdf,,
Sacramento Daily Record-Union,08-06-1890,1,Sacramento,California,https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oakland_ver01/data/sn82014381/00175036635/1890080601/0028.pdf,-121.3442553,38.4493215
The Commonwealth,05-12-1905,2,Greenwood,Mississippi,https://tile.loc.gov/storage-services/service/ndnp/msar/batch_msar_cotton_ver01/data/sn89065008/0019991652A/1905051201/0138.pdf,-90.1992664,33.5125815
Arkansas Echo,12-04-1929,4,Little Rock,Arkansas,https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_kepler_ver01/data/sn88084068/print/1929120401/0004.pdf,-92.2355343,34.7806608
Phoenix Weekly Herald,09-30-1897,1,Phoenix,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_deserttortoise_ver01/data/sn83025460/00202196287/1897093001/0161.pdf,-112.0287227,33.5167209
Yorkville Enquirer,06-04-1909,4,York,South Carolina,https://tile.loc.gov/storage-services/service/ndnp/scu/batch_scu_dogwood_ver01/data/sn84026925/00295861770/1909060401/0144.pdf,-81.1844382,34.9748105
The Socorro Chieftain,05-18-1907,3,Socorro,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_cinquefoil_ver04/data/sn86090503/00280773633/1907051801/0532.pdf,-106.9005831,34.0583994
The Kimball Graphic,12-17-1898,3,Kimball,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_falcon_ver01/data/sn99068076/00415623380/1898121701/0233.pdf,-98.9565597,43.7469626
Evening Capital News,01-12-1913,2,Boise,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_kingsolver_ver01/data/sn88056024/00415666779/1913011201/0392.pdf,-116.197617,43.6118336
SüD California Deutsche Zeitung,10-13-1922,2,San Diego,California,https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_lovage_ver01/data/sn86064439/00279557864/1922101301/0182.pdf,-117.1055871,32.7842167
The Cook County News-Herald,02-10-1921,1,Grand Marais,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_kia_ver02/data/sn83016544/00212479007/1921021001/0132.pdf,-90.3443193,47.7585566
Gilpin Observer,04-07-1910,2,Central City,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_irwin_ver01/data/sn90051548/00340586256/1910040701/0002.pdf,-105.5141639,39.8019322
The Liberal Democrat,08-05-1920,8,Liberal,Kansas,https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_eisenhower_ver01/data/sn85029856/00212473376/1920080501/1020.pdf,-100.9653916,37.1299869
The Courier-Index,08-31-1917,7,Marianna,Arkansas,https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_kangaskhan_ver02/data/sn89051338/00414213121/1917083101/0078.pdf,-90.7675019,34.773631
The Green Forest Tribune,12-30-1910,1,Green Forest,Arkansas,https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_devo_ver01/data/sn89051294/00393342857/1910123001/0284.pdf,-93.4309628,36.3347096
De Queen Bee,01-22-1904,6,Dequeen,Arkansas,https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_andromeda_ver01/data/sn89051293/00513687801/1904012201/0972.pdf,,
Durango Semi-Weekly Herald,02-03-1902,3,Durango,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_eureka_ver01/data/sn91052313/00513680545/1902020301/0453.pdf,-107.8789555,37.2763911
St. Paul Daily Globe,11-15-1892,7,Saint Paul,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_mankato_ver01/data/sn90059522/00206538673/1892111501/0157.pdf,-92.9994943,45.0136966
Willmar Tribune,01-04-1928,7,Willmar,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_hamlet_ver01/data/sn89081022/00542865246/1928010401/0009.pdf,-95.0936958,45.0885481
Fergus County Democrat,12-10-1914,12,Lewistown,Montana,https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_egret_ver02/data/sn84036220/00295861034/1914121001/1157.pdf,-109.4165707,47.0535841
The Wyoming Tribune,07-26-1903,5,Cheyenne,Wyoming,https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_laramie_ver03/data/sn83025231/00514150783/1903072601/0373.pdf,-104.794094,41.1454019
Southwest Washington Labor Press,07-25-1924,1,Hoquiam,Washington,https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_canvasback_ver02/data/sn88087163/00200291517/1924072501/0727.pdf,-123.8377628,46.9824963
The Lehi Sun,12-08-1921,7,Lehi,Utah,https://tile.loc.gov/storage-services/service/ndnp/uuml/batch_uuml_leipheimer_ver01/data/sn85058091/00237285578/1921120801/0564.pdf,-112.0110858,40.2724066
The New North-West,07-31-1896,1,Deer Lodge,Montana,https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_lynx_ver01/data/sn84038125/00212477096/1896073101/0803.pdf,-113.067842,46.0607702
The Stark County Democrat,02-21-1905,3,Canton,Ohio,https://tile.loc.gov/storage-services/service/ndnp/ohi/batch_ohi_golf_ver04/data/sn84028490/00237289365/1905022101/0211.pdf,-81.3381678,40.6967269
The Little River News,10-01-1921,2,Ashdown,Arkansas,https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_lugia_ver01/data/sn90050316/00414213248/1921100101/0472.pdf,-94.1264653,33.6745608
Clarke Courier,11-29-1928,6,Berryville,Virginia,https://tile.loc.gov/storage-services/service/ndnp/vi/batch_vi_moser_ver01/data/sn85025371/00542867310/1928112901/1186.pdf,-77.9843252,39.1531822
The Yale Expositor,05-26-1899,6,Yale,Michigan,https://tile.loc.gov/storage-services/service/ndnp/mimtptc/batch_mimtptc_baldwin_ver01/data/sn98066406/00296023346/1899052601/0906.pdf,-82.7973525,43.127727
Mountain Home Maverick,03-21-1907,7,Mountain Home,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_bagrati_ver02/data/sn86091063/0027955100A/1907032101/0354.pdf,-115.7832115,43.2213811
Tombstone Prospector,11-12-1896,4,Tombstone,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_dragonfly_ver01/data/sn95060903/00211107170/1896111201/0465.pdf,-110.0798,31.7234037
Anchorage Weekly Times And Alaska Labor News,07-11-1918,1,Anchorage,Alaska,https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_eiderduck_ver02/data/2019271426/00414186087/1918071101/0439.pdf,-149.1900081,61.1483033
The Butler Weekly Times And The Bates County Record,12-02-1920,2,Butler,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_kocoum_ver01/data/sn86063289/00294557064/1920120201/0417.pdf,-90.4065542,36.7163904
Daily New Dominion,04-07-1902,1,Morgantown,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_jacklin_ver01/data/sn86092151/0051415756A/1902040701/0337.pdf,-79.9558968,39.629526
The Weekly Times-Record,12-06-1917,3,Valley City,North Dakota,https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_kensal_ver01/data/sn89074274/00212475919/1917120601/0430.pdf,-97.9967658,46.9460909
The Cape Girardeau Democrat,07-29-1899,2,Cape Girardeau,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_jerome_ver01/data/sn89066818/00200292352/1899072901/0246.pdf,-89.6844415,37.3840373
Idaho Semi-Weekly World,07-07-1891,2,Idaho City,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_eliot_ver01/data/sn84022135/00295869240/1891070701/0498.pdf,-115.8345537,43.8285046
The Watertown Weekly Leader,12-27-1912,6,Watertown,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_elizabeth_ver01/data/sn85040721/00271769556/1912122701/0098.pdf,-88.7289918,43.1947212
The Ordway New Era,12-09-1921,2,Ordway,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_genoa_ver01/data/sn90051033/00340586311/1921120901/0492.pdf,-103.7510462,38.2499774
Mexico Weekly Ledger,09-18-1919,6,Mexico,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_garfield_ver01/data/sn89067274/00294556916/1919091801/0226.pdf,-91.8711254,39.1625513
The Baltimore County Union,04-15-1905,2,Towson,Maryland,https://tile.loc.gov/storage-services/service/ndnp/mdu/batch_mdu_indianhead_ver01/data/sn83016368/00415627440/1905041501/0286.pdf,,
Columbus Daily Courier,07-30-1920,1,Columbus,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_dogbane_ver01/data/sn94056836/00280773694/1920073001/1322.pdf,-107.6422963,31.8274224
The San Francisco Call And Post,12-12-1913,4,San Francisco,California,https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_grimes_ver01/data/sn86064451/00280768686/1913121202/0188.pdf,-121.6227222,37.0741136
American Falls Press,04-25-1919,7,American Falls,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_james_ver01/data/sn86063041/0041566610A/1919042501/0171.pdf,-113.0349978,42.8455889
The Paducah Evening Sun,10-01-1910,1,Paducah,Kentucky,https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_nirvana_ver01/data/sn85052114/00100481819/1910100101/0625.pdf,-88.6322692,37.0579342
Gunnison News-Champion,02-08-1924,4,Gunnison,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_gothic_ver01/data/sn86066890/00513680740/1924020801/0886.pdf,-107.0317001,38.6667977
Fort Mill Times,03-02-1911,7,Fort Mill,South Carolina,https://tile.loc.gov/storage-services/service/ndnp/scu/batch_scu_kershawhogjam_ver03/data/sn86063778/00415620238/1911030201/0484.pdf,-80.9485826,35.023438
The Alamogordo News,03-10-1910,6,Alamogordo,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_ferret_ver01/data/sn92070566/00296024892/1910031001/0136.pdf,-106.1373096,32.6943672
Wheeling Sunday Register,03-10-1901,8,Wheeling,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_miller_ver01/data/sn86092523/00514157996/1901031001/0447.pdf,-80.695349,40.0750983
Williston Graphic,06-04-1914,1,Williston,North Dakota,https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_leeds_ver01/data/sn88076270/00212475981/1914060401/1198.pdf,-103.6363046,48.1813511
Cheyenne Wells Record,03-02-1922,8,Cheyenne Wells,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_caddoa_ver02/data/sn89052330/00383341000/1922030201/0408.pdf,-102.2939849,38.8308758
The Fitzgerald Leader Enterprise And Press,02-15-1923,5,Fitzgerald,Georgia,https://tile.loc.gov/storage-services/service/ndnp/gu/batch_gu_cookie_ver02/data/sn89053308/00517177258/1923021501/0535.pdf,-83.2438078,31.7002355
Herald And News,01-31-1901,5,Randolph,Vermont,https://tile.loc.gov/storage-services/service/ndnp/vtu/batch_vtu_kohlrabi_ver01/data/sn86082061/00415629308/1901013101/0169.pdf,-72.6064287,43.9373505
The Farmington Times,07-19-1907,6,Farmington,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_flash_ver02/data/sn89066996/00294556369/1907071901/0647.pdf,-90.4281199,37.7822132
Decorah-Posten,11-04-1902,2,Decorah,Iowa,https://tile.loc.gov/storage-services/service/ndnp/iahi/batch_iahi_jolteon_ver01/data/sn84024501/00340584648/1902110401/0581.pdf,-91.7835708,43.298651
Shoshone Journal,02-22-1924,2,Shoshone,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_galapagos_ver01/data/sn86063039/00414211392/1924022201/0968.pdf,-115.8924355,47.3529576
Corpus Christi Caller And Daily Herald,09-26-1914,3,Corpus Christi,Texas,https://tile.loc.gov/storage-services/service/ndnp/txdn/batch_txdn_japan_ver01/data/sn86088527/00200297878/1914092601/0085.pdf,-97.4441565,27.7063915
The Aberdeen Democrat,09-18-1903,4,Aberdeen,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_hawk_ver01/data/sn98069055/00415623057/1903091801/0359.pdf,-98.4685887,45.4648283
The Paducah Daily Sun,04-07-1898,3,Paducah,Kentucky,https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_fargo_ver01/data/sn85052118/00206534230/1898040701/0323.pdf,-88.6322692,37.0579342
Dakota Farmers' Leader,11-21-1913,2,Canton,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_windstar_ver01/data/sn00065127/00295876591/1913112101/0031.pdf,-96.5850968,43.3032555
The Sea Coast Echo,02-10-1917,3,Bay Saint Louis,Mississippi,https://tile.loc.gov/storage-services/service/ndnp/msar/batch_msar_abolitionist_ver02/data/sn86074033/00199916439/1917021001/0081.pdf,-89.3556313,30.3195809
The Port Gibson Reveille,12-28-1916,5,Port Gibson,Mississippi,https://tile.loc.gov/storage-services/service/ndnp/msar/batch_msar_jacard_ver01/data/sn86090233/0019991750A/1916122801/0326.pdf,-90.9834386,31.9558164
The Black Hills Union And Western Stock Review,03-11-1910,8,Rapid City,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_jayhawk_ver01/data/sn97065835/00415624864/1910031101/0263.pdf,-103.2310149,44.0805434
The Idaho Republican,09-30-1919,11,Blackfoot,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_grafton_ver01/data/sn86091197/00415666664/1919093001/1082.pdf,-112.2951836,43.2071208
"The Seward Gateway Daily Edition, And The Alaska Weekly Post",06-21-1920,1,Seward,Alaska,https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_harborseal_ver04/data/sn87062016/00279526120/1920062101/0387.pdf,-149.5675467,60.1682269
Kingsbury County Independent,03-31-1911,7,Desmet,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_apple_ver01/data/sn00065130/00279522813/1911033101/0644.pdf,,
The Filer Record,07-03-1924,5,Filer,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_hatra_ver01/data/sn89055223/00414211574/1924070301/0995.pdf,-114.6279823,42.5773566
The Weekly Chieftain,12-13-1912,8,Vinita,Oklahoma,https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_kimchee_ver01/data/sn86064119/00415626526/1912121301/0943.pdf,-95.0927369,36.6347606
The Anderson Intelligencer,07-17-1901,3,Anderson,South Carolina,https://tile.loc.gov/storage-services/service/ndnp/scu/batch_scu_evadeestruction_ver01/data/sn84026965/00294550860/1901071701/0354.pdf,-82.6377584,34.5193016
The Sumpter Miner,10-10-1900,4,Sumpter,Oregon,https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_belladonna_ver01/data/sn96088466/0028076016A/1900101001/0742.pdf,-118.1974608,44.7435474
Dziennik Narodowy,04-17-1908,1,Chicago,Illinois,https://tile.loc.gov/storage-services/service/ndnp/iune/batch_iune_newt_ver02/data/sn83045097/00271765526/1908041701/0082.pdf,-87.6851202,41.837107
Malvern Times=Journal,02-19-1925,1,Malvern,Arkansas,https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_interstellar_ver01/data/sn89051241/00513688477/1925021901/0119.pdf,-92.8204417,34.3733941
The Wilmington Daily Republican,11-26-1898,1,Wilmington,Delaware,https://tile.loc.gov/storage-services/service/ndnp/deu/batch_deu_fidelius_ver01/data/sn88053055/00271741224/1898112601/0522.pdf,-75.5829806,39.6834461
Coeur D'Alene Evening Press,08-27-1908,4,Coeur D'Alene,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_bronte_ver01/data/sn88056094/00295869562/1908082701/0169.pdf,-116.8271608,47.303918
New Ulm Review,08-18-1915,3,New Ulm,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_cadillac_ver01/data/sn89081128/00280766732/1915081801/0330.pdf,-94.4684727,44.3120346
The New Dominion,01-12-1895,3,Morgantown,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_kite_ver01/data/sn86092182/00514157509/1895011201/0412.pdf,-79.9558968,39.629526
The Chieftain,07-14-1900,1,Socorro,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_cinquefoil_ver04/data/sn92070454/00280773669/1900071401/0649.pdf,-106.9005831,34.0583994
Torrington Telegram,02-22-1923,5,Torrington,Wyoming,https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_dryad_ver01/data/sn92066973/00516998647/1923022201/0282.pdf,-104.2386632,42.0170344
The Leon Reporter,06-17-1915,2,Leon,Iowa,https://tile.loc.gov/storage-services/service/ndnp/iahi/batch_iahi_bettendorf_ver01/data/sn87057096/00202198466/1915061701/0962.pdf,-90.8411841,41.6403423
The Columbia Evening Missourian,07-14-1922,4,Columbia,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_franklin_ver01/data/sn89066316/00211109257/1922071401/0058.pdf,-92.238798,38.9564186
Atlanta Semi-Weekly Journal,03-08-1918,6,Atlanta,Georgia,https://tile.loc.gov/storage-services/service/ndnp/gu/batch_gu_graco_ver01/data/sn86090947/00393344544/1918030801/0150.pdf,-84.4147989,33.7905093
The Idaho Springs Siftings-News,02-27-1920,6,Idaho Springs,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_baldwin_ver01/data/sn90051006/00414214332/1920022701/0318.pdf,-105.5343418,39.677498
The Jasper Weekly Courier,11-25-1921,7,Jasper,Indiana,https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_england_ver02/data/sn84023963/00200295985/1921112501/0390.pdf,-87.1161212,41.0229983
Ladysmith News-Budget,02-11-1921,9,Ladysmith,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_knarl_ver02/data/sn85040245/00414214903/1921021101/0057.pdf,-91.0971973,45.4606426
Valentine Democrat,09-16-1909,2,Valentine,Nebraska,https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_fairbury_ver01/data/sn95069780/00206539653/1909091601/0157.pdf,-100.5239225,42.8459915
Glas Svobode,09-23-1921,1,Chicago,Illinois,https://tile.loc.gov/storage-services/service/ndnp/iune/batch_iune_iris_ver02/data/sn83045203/0027955338A/1921092301/0455.pdf,-87.6851202,41.837107
The Ketchum Keystone,09-28-1895,1,Ketchum,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_iles_ver01/data/sn86091095/00279550948/1895092801/0332.pdf,-114.5251799,43.757913
Morgan County Democrat,02-02-1906,2,Versailles,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_eadweard_ver01/data/sn90061782/00200292133/1906020201/1134.pdf,-92.8452686,38.433299
The Newport Plain Talk,07-17-1913,1,Newport,Tennessee,https://tile.loc.gov/storage-services/service/ndnp/tu/batch_tu_eddie_ver02/data/sn89058216/00415622041/1913071701/0997.pdf,-83.1976242,35.9616247
Edgefield Advertiser,09-04-1895,1,Edgefield,South Carolina,https://tile.loc.gov/storage-services/service/ndnp/scu/batch_scu_jinx_ver01/data/sn84026897/00211101283/1895090401/0007.pdf,-81.966438,33.7722263
The Bon Homme County Independent,03-23-1911,6,Tabor,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_mango_ver02/data/sn99062017/00332899612/1911032301/0597.pdf,-97.6593899,42.9476724
Belding Banner,11-17-1910,2,Belding,Michigan,https://tile.loc.gov/storage-services/service/ndnp/mimtptc/batch_mimtptc_franklin_ver01/data/sn96076641/00415669598/1910111701/0805.pdf,-85.2331091,43.0967573
The Cook County Herald,12-08-1900,2,Grand Marais,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_kia_ver02/data/sn90060625/00212478908/1900120801/0555.pdf,-90.3443193,47.7585566
Deutscher Herold,03-14-1912,3,Sioux Falls,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_aruba_ver01/data/sn98069091/00415625236/1912031401/0475.pdf,-96.7313426,43.5398463
The Redwood Gazette,02-14-1923,7,Redwood Falls,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_jig_ver01/data/sn85025570/00383348146/1923021401/0061.pdf,-95.1699036,44.4978288
The Seattle Republican,12-20-1901,1,Seattle,Washington,https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_gilia_ver01/data/sn84025811/00211100503/1901122001/0447.pdf,-122.6354506,48.5162154
Cottonwood Report,12-16-1898,2,Cottonwood,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_fitzgerald_ver02/data/sn88056164/00295869173/1898121601/1184.pdf,-116.5056902,45.9348763
The Richmond Palladium,12-29-1906,5,Richmond,Indiana,https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_johnwooden_ver01/data/sn82015675/00271744638/1906122901/0255.pdf,-84.8904528,39.8317713
