Unnamed: 0,Newspaper Title,Issue Date,Page Number,City,PDF Link
11059,The Watertown Weekly Leader,12-27-1912,6,"Watertown, Wisconsin",https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_elizabeth_ver01/data/sn85040721/00271769556/1912122701/0098.pdf
11060,The Herald,06-25-1896,10,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_lovelock_ver01/data/sn85042461/00280769678/1896062501/0604.pdf
11061,Imperial Valley Press,04-21-1930,3,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_paperflower_ver01/data/sn92070146/00414188588/1930042101/0871.pdf
11062,The San Francisco Call,03-13-1913,16,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_elderwood_ver02/data/sn85066387/00280768534/1913031301/0391.pdf
11063,The San Francisco Call,08-05-1900,33,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_brea_ver01/data/sn85066387/190008051/0089.pdf
11064,Daily Kennebec Journal,11-02-1923,4,"Augusta, Maine",https://tile.loc.gov/storage-services/service/ndnp/me/batch_me_hale_ver01/data/sn82014248/00513683224/1923110201/0019.pdf
11065,Daily Kennebec Journal,10-30-1903,7,"Augusta, Maine",https://tile.loc.gov/storage-services/service/ndnp/me/batch_me_capens_ver01/data/sn82014248/00513682499/1903103001/0468.pdf
11066,The Pascagoula Democrat-Star,08-31-1900,1,"Pascagoula, Mississippi",https://tile.loc.gov/storage-services/service/ndnp/msar/batch_msar_daisy_ver01/data/sn87065532/00295878848/1900083101/0579.pdf
11067,Howard Times,08-19-1899,6,"Howard, Rhode Island",https://tile.loc.gov/storage-services/service/ndnp/rp/batch_rp_gargoyle_ver02/data/sn92064114/00514153401/1899081901/0795.pdf
11068,The Birmingham Age-Herald,04-16-1924,1,"Birmingham, Alabama",https://tile.loc.gov/storage-services/service/ndnp/au/batch_au_foster_ver01/data/sn85038485/00513684137/1924041601/0992.pdf
11069,Omaha Daily Bee,03-26-1899,1,"Omaha, Nebraska",https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_beatrice_ver01/data/sn99021999/00206538934/1899032601/0661.pdf
11070,The Montgomery Advertiser,06-21-1925,10,"Montgomery, Alabama",https://tile.loc.gov/storage-services/service/ndnp/au/batch_au_hurston_ver01/data/sn84020645/00517018077/1925062101/0843.pdf
11071,Imperial Valley Press,11-04-1922,10,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_noblefir_ver01/data/sn92070146/00414189660/1922110401/0716.pdf
11072,The Herald,07-19-1898,2,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ogilby_ver01/data/sn85042461/00280769800/1898071901/0242.pdf
11073,The Waxahachie Daily Light,09-20-1905,3,"Waxahachie, Texas",https://tile.loc.gov/storage-services/service/ndnp/txdn/batch_txdn_dewitt_ver01/data/sn86090369/0027952052A/1905092001/0819.pdf
11074,The Commoner,01-03-1902,11,"Lincoln, Nebraska",https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_carson_ver02/data/46032385/00237284859/1902010301/0563.pdf
11075,The Herald,11-30-1895,1,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ogilby_ver01/data/sn85042461/00280769642/1895113001/0407.pdf
11076,The Omaha Morning Bee,09-30-1923,31,"Omaha, Nebraska",https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_haydenstopdog_ver01/data/sn84024326/00332899557/1923093001/0859.pdf
11077,Los Angeles Herald,12-31-1905,34,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oasis_ver01/data/sn85042462/00175047335/1905123101/1180.pdf
11078,Los Angeles Herald,10-27-1907,6,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047475/1907102701/0925.pdf
11079,Los Angeles Herald,08-31-1907,8,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047463/1907083101/0987.pdf
11080,The San Francisco Call,07-01-1910,16,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_klamath_ver01/data/sn85066387/00175046628/1910070101/0019.pdf
11081,The Herald,12-12-1896,5,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_lovelock_ver01/data/sn85042461/00280769708/1896121201/0469.pdf
11082,The San Francisco Call,11-18-1895,8,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_dogtown_ver01/data/sn85066387/00175037317/1895111801/0055.pdf
11083,Los Angeles Herald,11-01-1905,15,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oasis_ver01/data/sn85042462/00175047335/1905110101/0018.pdf
11084,Brownsville Herald,06-07-1922,2,"Brownsville, Texas",https://tile.loc.gov/storage-services/service/ndnp/txdn/batch_txdn_burnett_ver01/data/sn86063730/00332893956/1922060701/0229.pdf
11085,Brownsville Herald,10-15-1926,2,"Brownsville, Texas",https://tile.loc.gov/storage-services/service/ndnp/txdn/batch_txdn_coleman_ver02/data/sn86063730/00332894705/1926101501/0127.pdf
11086,The Record-Union,07-18-1897,12,"Sacramento, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_firebaugh_ver01/data/sn82015104/00280768765/1897071801/0423.pdf
11087,The Record-Union,08-05-1893,4,"Sacramento, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_napa_ver01/data/sn82015104/00175036751/1893080501/0453.pdf
11088,Los Angeles Herald,05-15-1906,10,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047372/1906051501/0271.pdf
11089,Los Angeles Herald,06-20-1910,9,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035862/1910062001/1233.pdf
11090,Los Angeles Herald,01-30-1907,11,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047426/1907013001/0506.pdf
11091,Los Angeles Herald,09-27-1907,11,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047475/1907092701/0448.pdf
11092,The Bismarck Tribune,12-31-1927,3,"Bismarck', 'Mandan, North Dakota",https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_denobulan_ver01/data/sn85042243/00199918679/1927123101/0950.pdf
11093,The San Francisco Call,01-07-1903,8,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_darwin_ver01/data/sn85066387/00100478766/1903010701/0112.pdf
11094,The Ordway New Era,12-09-1921,2,"Ordway, Colorado",https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_genoa_ver01/data/sn90051033/00340586311/1921120901/0492.pdf
11095,The San Francisco Call,12-02-1906,42,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_hercules_ver01/data/sn85066387/00175047657/1906120201/0061.pdf
11096,The Record-Union,10-16-1895,3,"Sacramento, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oakland_ver01/data/sn82015104/00175035655/1895101601/0252.pdf
11097,The San Francisco Call,04-16-1901,6,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_brea_ver01/data/sn85066387/190104161/0226.pdf
11098,Brownsville Herald,11-21-1926,6,"Brownsville, Texas",https://tile.loc.gov/storage-services/service/ndnp/txdn/batch_txdn_coleman_ver02/data/sn86063730/00332894717/1926112101/0190.pdf
11099,Imperial Valley Press,12-01-1915,3,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mesquite_ver02/data/sn92070146/00414189477/1915120101/0531.pdf
11100,The Evening World,06-16-1919,8,"New York, New York",https://tile.loc.gov/storage-services/service/ndnp/nn/batch_nn_leopold_ver01/data/sn83030193/00237280714/1919061601/0810.pdf
11101,Mexico Weekly Ledger,09-18-1919,6,"Mexico, Missouri",https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_garfield_ver01/data/sn89067274/00294556916/1919091801/0226.pdf
11102,Brownsville Herald,10-21-1927,2,"Brownsville, Texas",https://tile.loc.gov/storage-services/service/ndnp/txdn/batch_txdn_dickinson_ver01/data/sn86063730/0033289402A/1927102101/0197.pdf
11103,The Daily Gate City And Constitution-Democrat,03-31-1917,3,"Keokuk, Iowa",https://tile.loc.gov/storage-services/service/ndnp/iahi/batch_iahi_decorah_ver01/data/sn87057262/00295875203/1917033101/1203.pdf
11104,The Broad Ax,07-21-1917,2,"Chicago', 'Salt Lake City, Illinois', 'Utah",https://tile.loc.gov/storage-services/service/ndnp/iune/batch_iune_charlie_ver01/data/sn84024055/00280761072/1917072101/0782.pdf
11105,Atlanta Georgian,12-04-1912,17,"Atlanta, Georgia",https://tile.loc.gov/storage-services/service/ndnp/gu/batch_gu_indus_ver01/data/sn89053729/00393343928/1912120402/0815.pdf
11106,Atlanta Georgian,12-04-1912,17,"Atlanta, Georgia",https://tile.loc.gov/storage-services/service/ndnp/gu/batch_gu_indus_ver01/data/sn89053729/00393343928/1912120403/0833.pdf
11107,Arizona Republican,07-26-1913,11,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_fairyduster_ver01/data/sn84020558/00202192580/1913072601/0335.pdf
11108,Tombstone Epitaph,07-30-1899,1,"Tombstone, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_dragonfly_ver01/data/sn95060905/00211107121/1899073001/0509.pdf
11109,Arizona Republican,06-08-1919,18,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_jojoba_ver01/data/sn84020558/00202195556/1919060801/0305.pdf
11110,Watertown Republican,05-08-1900,6,"Watertown, Wisconsin",https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_dorothy_ver01/data/sn85033295/00271769854/1900050801/0469.pdf
11111,Los Angeles Herald,02-26-1908,9,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_quailvalley_ver01/data/sn85042462/00175035667/1908022601/0979.pdf
11112,Los Angeles Herald,07-27-1906,9,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047384/1906072701/0532.pdf
11113,Los Angeles Herald,10-27-1906,13,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047396/1906102701/0960.pdf
11114,The Daily Morning Astorian,05-28-1898,1,"Astoria, Oregon",https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_pipit_ver04/data/sn96061150/00202194321/1898052801/0487.pdf
11115,Los Angeles Herald,08-27-1890,5,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_moonstone_ver01/data/sn84025968/00280769332/1890082701/0477.pdf
11116,Brownsville Herald,04-05-1925,16,"Brownsville, Texas",https://tile.loc.gov/storage-services/service/ndnp/txdn/batch_txdn_coleman_ver02/data/sn86063730/0033289433A/1925040501/0303.pdf
11117,The San Francisco Call,05-08-1910,58,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_klamath_ver01/data/sn85066387/00175046598/1910050801/0229.pdf
11118,The Washington Times,04-21-1922,1,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_chihuahua_ver02/data/sn84026749/00280764851/1922042101/0406.pdf
11119,The Washington Times,08-23-1921,2,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_yorkie_ver01/data/sn84026749/00280764784/1921082301/0757.pdf
11120,New-York Tribune,03-13-1913,4,"New York, New York",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_menze_ver01/data/sn83030214/00206531630/1913031301/0306.pdf
11121,New-York Tribune,10-23-1913,5,"New York, New York",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_naismith_ver01/data/sn83030214/00206531708/1913102301/0553.pdf
11122,The San Francisco Call,02-17-1900,4,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_albion_ver01/data/sn85066387/190002171/0234.pdf
11123,The San Francisco Call,02-05-1900,4,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_albion_ver01/data/sn85066387/190002051/0074.pdf
11124,The San Francisco Call,12-12-1900,4,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_brea_ver01/data/sn85066387/190012121/0186.pdf
11125,The San Francisco Call,08-18-1901,19,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_carmel_ver01/data/sn85066387/190108181/0261.pdf
11126,The Record-Union,10-26-1899,1,"Sacramento, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_hessel_ver01/data/sn82015104/0028076887A/1899102601/0616.pdf
11127,The Challis Messenger,06-24-1925,6,"Challis, Idaho",https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_hatra_ver01/data/sn88056159/00279551047/1925062401/1255.pdf
11128,Daily Arizona Silver Belt,04-13-1909,1,"Globe', 'Miami, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_ironwood_ver01/data/sn87082863/0021110692A/1909041301/0326.pdf
11129,The Calumet News,03-15-1911,1,"Calumet, Michigan",https://tile.loc.gov/storage-services/service/ndnp/mimtptc/batch_mimtptc_jackson_ver01/data/sn86086633/00296024533/1911031501/1180.pdf
11130,The Copper Era,07-08-1910,3,"Clifton, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_acacia_ver01/data/sn89053851/00212476377/1910070801/0659.pdf
11131,The Irish Standard,03-21-1903,1,"Minneapolis', 'Saint Paul, Minnesota",https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_betelgeuse_ver01/data/sn90059959/00271742873/1903032101/1196.pdf
11132,Bisbee Daily Review,01-23-1916,10,"Bisbee, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_incadove_ver01/data/sn84024827/00211104703/1916012301/0178.pdf
11133,The San Juan Islander,10-12-1907,3,"Friday Harbor, Washington",https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_dogwood_ver01/data/sn88085190/00211107959/1907101201/0505.pdf
11134,Tulsa Daily World,06-22-1915,8,"Tulsa, Oklahoma",https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_bokchito_ver01/data/sn85042344/00200295559/1915062201/0741.pdf
11135,The Topeka State Journal,03-31-1897,5,"Topeka, Kansas",https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_inge_ver01/data/sn82016014/00295871349/1897033101/0632.pdf
11136,The San Francisco Call,10-22-1903,16,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_etna_ver01/data/00100480451/1903102201/0406.pdf
11137,The San Francisco Call,11-24-1911,11,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_angwin_ver02/data/sn85066387/00280768236/1911112401/0547.pdf
11138,The San Francisco Call,11-17-1908,6,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_llano_ver01/data/sn85066387/00175047955/1908111701/0393.pdf
11139,The Daily Sentinel,04-19-1902,2,"Grand Junction, Colorado",https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_garfield_ver01/data/sn86066870/00383341450/1902041901/0182.pdf
11140,The San Francisco Call,06-23-1895,23,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_dogtown_ver01/data/sn85066387/00175037263/1895062301/0620.pdf
11141,The Daily Morning Oasis,03-12-1920,4,"Nogales, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_foolsfortynine_ver01/data/sn83025458/00414217370/1920031201/0258.pdf
11142,Arizona Republican,12-19-1895,4,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_gecko_ver01/data/sn84020558/0020219218A/1895121901/0138.pdf
11143,The Alaska Daily Empire,07-14-1924,8,"Juneau, Alaska",https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_goshawk_ver01/data/sn84020657/00393342031/1924071401/0510.pdf
11144,The Tucson Citizen,05-08-1902,6,"Tucson, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_jeddito_ver01/data/sn84020674/00414218015/1902050801/0420.pdf
11145,The Indianapolis Journal,11-05-1893,14,"Indianapolis, Indiana",https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_julian_ver02/data/sn82015679/00415665453/1893110501/0057.pdf
11146,The San Francisco Call,09-24-1911,42,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_angwin_ver02/data/sn85066387/00280768212/1911092401/0606.pdf
11147,The San Francisco Call,11-19-1911,81,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_angwin_ver02/data/sn85066387/00280768236/1911111901/0473.pdf
11148,The San Francisco Call,12-17-1911,82,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_angwin_ver02/data/sn85066387/00280768248/1911121701/0486.pdf
11149,The San Francisco Call,12-12-1911,14,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_angwin_ver02/data/sn85066387/00280768248/1911121201/0322.pdf
11150,The San Francisco Call,06-09-1911,16,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_betteravia_ver02/data/sn85066387/00175035990/1911060901/0202.pdf
11151,The San Francisco Call,04-30-1911,47,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_betteravia_ver02/data/sn85066387/00175035977/1911043001/0800.pdf
11152,The San Francisco Call,10-06-1912,78,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_calipatria_ver03/data/sn85066387/00280768431/1912100601/0194.pdf
11153,The San Francisco Call,06-18-1911,86,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_betteravia_ver02/data/sn85066387/00175035990/1911061801/0480.pdf
11154,The San Francisco Call,03-26-1911,42,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_betteravia_ver02/data/sn85066387/00175035953/1911032601/0618.pdf
11155,The San Francisco Call,01-25-1913,16,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_elderwood_ver02/data/sn85066387/00280768509/1913012501/0264.pdf
11156,The San Francisco Call,04-11-1911,16,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_betteravia_ver02/data/sn85066387/00175035977/1911041101/0278.pdf
11157,The San Francisco Call,10-22-1912,20,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_dardanelle_ver01/data/sn85066387/00280768443/1912102201/0208.pdf
11158,The San Francisco Call,07-02-1913,20,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_elderwood_ver02/data/sn85066387/00280768613/1913070201/0044.pdf
11159,The Morning Call,05-22-1890,2,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_kaweah_ver01/data/sn94052989/00175047517/1890052201/0437.pdf
11160,Springfield Weekly Republican,11-04-1926,14,"Springfield, Massachusetts",https://tile.loc.gov/storage-services/service/ndnp/mb/batch_mb_allspice_ver01/data/sn83020847/00517171050/1926110401/0602.pdf
11161,The San Francisco Call,09-12-1911,14,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_angwin_ver02/data/sn85066387/00280768212/1911091201/0304.pdf
11162,The San Francisco Call,10-01-1911,58,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_angwin_ver02/data/sn85066387/00280768224/1911100101/0060.pdf
11163,The San Francisco Call,11-23-1911,14,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_angwin_ver02/data/sn85066387/00280768236/1911112301/0534.pdf
11164,The San Francisco Call,11-25-1911,24,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_angwin_ver02/data/sn85066387/00280768236/1911112501/0580.pdf
11165,The San Francisco Call,08-13-1912,20,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_calipatria_ver03/data/sn85066387/0028076839A/1912081301/0366.pdf
11166,The San Francisco Call,05-23-1911,16,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_betteravia_ver02/data/sn85066387/00175035989/1911052301/0592.pdf
11167,The San Francisco Call,05-26-1911,18,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_betteravia_ver02/data/sn85066387/00175035989/1911052601/0646.pdf
11168,The San Francisco Call,05-10-1911,16,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_betteravia_ver02/data/sn85066387/00175035989/1911051001/0232.pdf
11169,The San Francisco Call,08-04-1912,74,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_calipatria_ver03/data/sn85066387/0028076839A/1912080401/0146.pdf
11170,The San Francisco Call,07-30-1912,20,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_calipatria_ver03/data/sn85066387/00280768388/1912073001/0410.pdf
11171,The San Francisco Call,05-06-1911,26,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_betteravia_ver02/data/sn85066387/00175035989/1911050601/0122.pdf
11172,The San Francisco Call,04-26-1911,18,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_betteravia_ver02/data/sn85066387/00175035977/1911042601/0682.pdf
11173,The San Francisco Call,03-18-1911,24,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_betteravia_ver02/data/sn85066387/00175035953/1911031801/0412.pdf
11174,The San Francisco Call,04-09-1911,44,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_betteravia_ver02/data/sn85066387/00175035977/1911040901/0238.pdf
11175,The San Francisco Call,06-14-1912,22,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_calipatria_ver03/data/sn85066387/00280768352/1912061401/0406.pdf
11176,The San Francisco Call,01-04-1913,16,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_elderwood_ver02/data/sn85066387/00280768492/1913010401/0082.pdf
11177,The San Francisco Call,01-21-1912,66,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_angwin_ver02/data/sn85066387/00280768261/1912012101/0162.pdf
11178,The San Francisco Call,05-22-1910,53,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_klamath_ver01/data/sn85066387/00175046598/1910052201/0568.pdf
11179,The San Francisco Call,11-27-1910,61,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mecca_ver01/data/sn85066387/00175046677/1910112701/0645.pdf
11180,The San Francisco Call,08-07-1910,49,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mecca_ver01/data/sn85066387/0017504663A/1910080701/0150.pdf
11181,The Birmingham Age-Herald,06-20-1925,1,"Birmingham, Alabama",https://tile.loc.gov/storage-services/service/ndnp/au/batch_au_julian_ver01/data/sn85038485/00517018272/1925062001/0423.pdf
11182,The Norfolk Weekly News-Journal,11-18-1910,6,"Norfolk, Nebraska",https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_hershey_ver01/data/sn95070058/00206538594/1910111801/0567.pdf
11183,The San Francisco Call,03-04-1900,31,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_albion_ver01/data/sn85066387/190003041/0069.pdf
11184,The San Francisco Call,03-15-1901,8,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_brea_ver01/data/sn85066387/190103151/0220.pdf
11185,The San Francisco Call,02-02-1900,11,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_albion_ver01/data/sn85066387/190002021/0025.pdf
11186,The Record-Union,02-08-1891,8,"Sacramento, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oakland_ver01/data/sn82015104/00175036659/1891020801/0385.pdf
11187,Pullman Herald,06-19-1891,8,"Pullman, Washington",https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_cedar_ver01/data/sn88085488/00211108095/1891061901/0280.pdf
11188,The Baltimore County Union,04-15-1905,2,"Towson, Maryland",https://tile.loc.gov/storage-services/service/ndnp/mdu/batch_mdu_indianhead_ver01/data/sn83016368/00415627440/1905041501/0286.pdf
11189,Daily Capital Journal,07-28-1919,3,"Salem, Oregon",https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_jefferson_ver01/data/sn99063957/00295867607/1919072801/1088.pdf
11190,The Laramie Republican,11-02-1921,7,"Laramie, Wyoming",https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_ellison_ver01/data/sn92066979/0051701008A/1921110201/0231.pdf
11191,Columbus Daily Courier,07-30-1920,1,"Columbus, New Mexico",https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_dogbane_ver01/data/sn94056836/00280773694/1920073001/1322.pdf
11192,The Hawaiian Star,10-23-1911,5,"Honolulu, Hawaii",https://tile.loc.gov/storage-services/service/ndnp/hihouml/batch_hihouml_ecru_ver01/data/sn82015415/00237285967/1911102301/0608.pdf
11193,Casper Daily Tribune,07-18-1919,8,"Casper, Wyoming",https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_frannie_ver01/data/sn86072160/0051415031A/1919071801/0360.pdf
11194,Evening Bulletin,09-26-1898,8,"Honolulu, Hawaii",https://tile.loc.gov/storage-services/service/ndnp/hihouml/batch_hihouml_jack_ver01/data/sn82016413/00237286364/1898092601/0174.pdf
11195,Los Angeles Herald,07-07-1909,2,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_quailvalley_ver01/data/sn85042462/00175035795/1909070701/0142.pdf
11196,The Nevada County Picayune,04-27-1922,4,"Prescott, Arkansas",https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_lugia_ver01/data/sn90050306/00414213145/1922042701/0948.pdf
11197,The Copper Era And Morenci Leader,07-25-1913,8,"Clifton, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_cholla_ver01/data/sn94050892/00202196317/1913072501/0732.pdf
11198,Douglas Daily Dispatch,11-23-1926,5,"Douglas, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_ironsprings_ver01/data/sn84020064/0041421759A/1926112301/0459.pdf
11199,The Bemidji Daily Pioneer,05-19-1910,2,"Bemidji, Minnesota",https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_kerns_ver01/data/sn86063381/0028076744A/1910051901/0194.pdf
